text,label,category
Selected for internship at Google. Pay 10 registration fee to proceed.,scam,phishing/fraud
Hey! Are we still on for dinner at 2:15 AM?,safe,normal
Thanks for the update. I will review it shortly.,safe,normal
The food was amazing. Thanks for the recommendation!,safe,normal
Your internet bill of Rs. 500 is due on the 15th.,safe,normal
Congratulations! You won Rs. 25 Lakhs! Claim the prize at http://tinyurl.com/3tvf51,scam,phishing/fraud
Get 20% off on your next order. Use code SAVE20 at checkout.,safe,normal
Special government scheme! Get Rs 5000 deposited directly. Apply: http://tinyurl.com/0lvsnu,scam,phishing/fraud
Your mobile number won Rs 25 in Jio lottery. Contact +914105648149 now.,scam,phishing/fraud
Reminder: Doctor's appointment tomorrow at 10:00 PM.,safe,normal
The food was amazing. Thanks for the recommendation!,safe,normal
Quick reminder to submit your timesheet by end of day.,safe,normal
Send Rs 1 via UPI to priya@oksbi and get Rs 50 credited back instantly.,scam,phishing/fraud
Let's set up a call to discuss the project timeline.,safe,normal
Security alert: New device logged into your Netflix account.,safe,normal
Reminder: Update your payment method to continue your subscription. http://short.link/vf74vm,scam,phishing/fraud
Let's catch up this weekend. Are you free?,safe,normal
Dear customer your SBI account is blocked. Re-activate using http://short.link/vt8k06,scam,phishing/fraud
Congratulations! You won Rs. 50000 Lakhs! Claim the prize at http://bit.ly/egi3qu,scam,phishing/fraud
"Dear winner, your lottery ticket 5523 won first prize. Contact us immediately.",scam,phishing/fraud
Your order has been placed successfully. Track: http://bit.ly/yk2lal,scam,phishing/fraud
"Hi, just wanted to let you know about a limited time investment opportunity. DM me for details.",scam,phishing/fraud
Just checking in. How are you doing?,safe,normal
"Dear winner, your lottery ticket 1329 won first prize. Contact us immediately.",scam,phishing/fraud
Happy birthday! Have a great day ahead.,safe,normal
You have been selected as the lucky winner of our weekly draw. Reference 4285.,scam,phishing/fraud
Stock tip: Buy XYZ shares now for guaranteed 200% profit. Details: http://tinyurl.com/l9lcqh,scam,phishing/fraud
HDFC Bank: Complete your pending KYC at http://tinyurl.com/k2iagl or account will be suspended in 24hrs.,scam,phishing/fraud
Your Uber ride receipt: Rs 2000. Trip from MG Road to Indiranagar.,safe,normal
Your mobile number won Rs 50 in Jio lottery. Contact +918772216417 now.,scam,phishing/fraud
Don't forget mom's birthday is next week.,safe,normal
Just checking in. How are you doing?,safe,normal
Electricity bill for this month: Rs 1000. Due date: 20th.,safe,normal
Can you send Rs 1 to raj@axisbank? I'll pay you back with interest tomorrow.,scam,phishing/fraud
Your Uber ride receipt: Rs 10000. Trip from MG Road to Indiranagar.,safe,normal
Get 20% off on your next order. Use code SAVE20 at checkout.,safe,normal
Crypto opportunity: Double your money in 48 hours. Minimum Rs 10. http://bit.ly/aaj84r,scam,phishing/fraud
Could you please share the design files for review?,safe,normal
Alert: Someone logged into your email from Russia. Secure your account: http://short.link/4x5a5x,scam,phishing/fraud
Alert: Someone logged into your email from Russia. Secure your account: http://short.link/2mpnsm,scam,phishing/fraud
Amazon Gift: You've won a Samsung phone! Claim before midnight at http://short.link/p9m7qn,scam,phishing/fraud
I won a small prize in the office raffle today!,safe,normal
Special government scheme! Get Rs 5 deposited directly. Apply: http://short.link/iymyrs,scam,phishing/fraud
Free Reliance Jio recharge! Get 1 year free data. Claim: http://tinyurl.com/7kzorq,scam,phishing/fraud
Good morning! Hope you have a productive day.,safe,normal
Don't forget mom's birthday is next week.,safe,normal
URGENT: Your account ending 5643 is frozen. Click http://tinyurl.com/eoubxx to verify immediately.,scam,phishing/fraud
Can you send Rs 50000 to seller@paytm? I'll pay you back with interest tomorrow.,scam,phishing/fraud
Your OTP for net banking login is 2551. Valid for 5 minutes.,safe,normal
Your Uber ride receipt: Rs 2. Trip from MG Road to Indiranagar.,safe,normal
Limited seats available for the workshop. Register on the company portal.,safe,normal
Your internet bill of Rs. 5 is due on the 15th.,safe,normal
Exciting news! You qualify for a special discount. Click to redeem: http://tinyurl.com/j9ahas,scam,phishing/fraud
Thanks for the update. I will review it shortly.,safe,normal
Exciting news! You qualify for a special discount. Click to redeem: http://bit.ly/qtydb9,scam,phishing/fraud
Your friend referred you. You can earn Rs 5000 daily. Just register here.,scam,phishing/fraud
Thanks for the update. I will review it shortly.,safe,normal
Free Reliance Jio recharge! Get 1 year free data. Claim: http://short.link/wvbd4b,scam,phishing/fraud
Your internet bill of Rs. 500 is due on the 15th.,safe,normal
Meeting is scheduled for 5:45 AM. See you there.,safe,normal
Someone shared a photo of you! Check it out: http://tinyurl.com/2ubal0,scam,phishing/fraud
Please find the attached project report for the Digital Marketing Manager position.,safe,normal
"FYI, the new office policy starts Monday.",safe,normal
Free Reliance Jio recharge! Get 1 year free data. Claim: http://short.link/hxs58y,scam,phishing/fraud
Click here to join the Zoom meeting: https://zoom.us/j/7396,safe,normal
Your WhatsApp is expiring. Update now: http://tinyurl.com/dwvcw5,scam,phishing/fraud
Please find the attached project report for the Data Entry Operator position.,safe,normal
Can you send Rs 10 to seller@paytm? I'll pay you back with interest tomorrow.,scam,phishing/fraud
HDFC Bank: Complete your pending KYC at http://tinyurl.com/bc76ub or account will be suspended in 24hrs.,scam,phishing/fraud
Work from home opportunity. Earn Rs 2K daily. Registration at http://tinyurl.com/7ppcad,scam,phishing/fraud
Reminder: Update your payment method to continue your subscription. http://tinyurl.com/n5mrdp,scam,phishing/fraud
Good morning! Hope you have a productive day.,safe,normal
Alert: Someone logged into your email from Russia. Secure your account: http://bit.ly/gzlma5,scam,phishing/fraud
Send Rs 1 via UPI to raj@axisbank and get Rs 1 credited back instantly.,scam,phishing/fraud
Job Offer: You are selected for Software Developer. Salary 1 LPA. Pay Rs. 2000 processing fee to user@ybl.,scam,phishing/fraud
Alert: Your credit card statement is ready. View in the banking app.,safe,normal
Your WhatsApp is expiring. Update now: http://bit.ly/ouof0o,scam,phishing/fraud
I won a small prize in the office raffle today!,safe,normal
Great presentation today! The client seemed impressed.,safe,normal
Dear customer your SBI account is blocked. Re-activate using http://bit.ly/skrt05,scam,phishing/fraud
Don't forget mom's birthday is next week.,safe,normal
Exciting news! You qualify for a special discount. Click to redeem: http://bit.ly/fib7ak,scam,phishing/fraud
Please find the attached project report for the Digital Marketing Manager position.,safe,normal
Free Reliance Jio recharge! Get 1 year free data. Claim: http://short.link/esux9l,scam,phishing/fraud
Work from home opportunity. Earn Rs 25K daily. Registration at http://tinyurl.com/ulm9kg,scam,phishing/fraud
Your Amazon package will arrive between 2-5 PM today.,safe,normal
Someone shared a photo of you! Check it out: http://tinyurl.com/vstygx,scam,phishing/fraud
Your invoice #4170 of Rs 10 has been processed.,safe,normal
Alert: Your credit card statement is ready. View in the banking app.,safe,normal
Hey! Are we still on for dinner at 5:45 AM?,safe,normal
Alert: Someone logged into your email from Russia. Secure your account: http://bit.ly/v0e745,scam,phishing/fraud
Your friend referred you. You can earn Rs 2 daily. Just register here.,scam,phishing/fraud
Your mobile number won Rs 2000 in Jio lottery. Contact +918478700505 now.,scam,phishing/fraud
Crypto opportunity: Double your money in 48 hours. Minimum Rs 1000. http://short.link/53sfls,scam,phishing/fraud
Special government scheme! Get Rs 1000 deposited directly. Apply: http://bit.ly/b0pnwb,scam,phishing/fraud
I'll be 10 minutes late. Start without me.,safe,normal
Congratulations on the promotion! Well deserved!,safe,normal
Urgent: The meeting is moved to 3 PM. Please update your calendar.,safe,normal
Pay Rs. 50 processing fee to priya@oksbi to claim your cashback reward.,scam,phishing/fraud
The food was amazing. Thanks for the recommendation!,safe,normal
Verify your WhatsApp account or it will be deleted: http://short.link/p04sbr,scam,phishing/fraud
Someone shared a photo of you! Check it out: http://tinyurl.com/ks1i7w,scam,phishing/fraud
Don't forget mom's birthday is next week.,safe,normal
Send Rs 1 via UPI to user@ybl and get Rs 50000 credited back instantly.,scam,phishing/fraud
Stock tip: Buy XYZ shares now for guaranteed 200% profit. Details: http://tinyurl.com/kkh0uh,scam,phishing/fraud
Your internet bill of Rs. 1 is due on the 15th.,safe,normal
Your OTP for net banking login is 4971. Valid for 5 minutes.,safe,normal
Let's catch up this weekend. Are you free?,safe,normal
Your mobile number won Rs 500 in Jio lottery. Contact +916592342683 now.,scam,phishing/fraud
Selected for internship at Google. Pay 5 registration fee to proceed.,scam,phishing/fraud
Can you send me the notes from yesterday's lecture?,safe,normal
Someone shared a photo of you! Check it out: http://bit.ly/h02wpk,scam,phishing/fraud
Your internet bill of Rs. 25 is due on the 15th.,safe,normal
Transaction alert: Rs 50000 debited. Not you? Click http://short.link/79m96z to block card.,scam,phishing/fraud
Good morning! Hope you have a productive day.,safe,normal
Your invoice #9307 of Rs 50 has been processed.,safe,normal
Alert: Someone logged into your email from Russia. Secure your account: http://bit.ly/tglhug,scam,phishing/fraud
Can you send me the notes from yesterday's lecture?,safe,normal
Selected for internship at Google. Pay 1000 registration fee to proceed.,scam,phishing/fraud
Hiring Business Analyst. No interview needed. Deposit Rs 1500 security fee via priya@oksbi.,scam,phishing/fraud
"Hi, just wanted to let you know about a limited time investment opportunity. DM me for details.",scam,phishing/fraud
Your bank OTP is 3705. If not initiated by you call 8160930685 immediately.,scam,phishing/fraud
Verify your WhatsApp account or it will be deleted: http://short.link/yaz39p,scam,phishing/fraud
Someone shared a photo of you! Check it out: http://bit.ly/4add0g,scam,phishing/fraud
Amazon Gift: You've won a Samsung phone! Claim before midnight at http://tinyurl.com/ae58hu,scam,phishing/fraud
Good morning! Hope you have a productive day.,safe,normal
Work from home opportunity. Earn Rs 10000K daily. Registration at http://tinyurl.com/1ved32,scam,phishing/fraud
Get 20% off on your next order. Use code SAVE20 at checkout.,safe,normal
Limited seats available for the workshop. Register on the company portal.,safe,normal
Please find the attached project report for the Customer Support position.,safe,normal
Special government scheme! Get Rs 50 deposited directly. Apply: http://short.link/fsu4se,scam,phishing/fraud
Someone shared a photo of you! Check it out: http://tinyurl.com/bflun3,scam,phishing/fraud
Please find the attached project report for the Digital Marketing Manager position.,safe,normal
Amazon Gift: You've won a Samsung phone! Claim before midnight at http://bit.ly/j6ijku,scam,phishing/fraud
Electricity bill for this month: Rs 5000. Due date: 20th.,safe,normal
You have been selected as the lucky winner of our weekly draw. Reference 1106.,scam,phishing/fraud
Pay Rs. 10 processing fee to user@ybl to claim your cashback reward.,scam,phishing/fraud
The project deadline is next Friday. Let's plan accordingly.,safe,normal
Security alert: New device logged into your Netflix account.,safe,normal
I've pushed the code changes to the feature branch.,safe,normal
Someone shared a photo of you! Check it out: http://bit.ly/anip3m,scam,phishing/fraud
Someone shared a photo of you! Check it out: http://tinyurl.com/0ce91t,scam,phishing/fraud
HDFC Bank: Complete your pending KYC at http://bit.ly/aa1fwt or account will be suspended in 24hrs.,scam,phishing/fraud
Don't forget mom's birthday is next week.,safe,normal
Hey I found a great deal on phones. Check this link: http://bit.ly/4f0miz,scam,phishing/fraud
Let's catch up this weekend. Are you free?,safe,normal
Quick survey: answer 3 questions to win a gift card worth Rs 2. http://bit.ly/ehns1c,scam,phishing/fraud
Your friend referred you. You can earn Rs 50 daily. Just register here.,scam,phishing/fraud
Quick survey: answer 3 questions to win a gift card worth Rs 10000. http://short.link/rf4fxe,scam,phishing/fraud
Work from home opportunity. Earn Rs 50000K daily. Registration at http://short.link/yfrwsk,scam,phishing/fraud
I've pushed the code changes to the feature branch.,safe,normal
Loved the movie! We should watch the sequel together.,safe,normal
Don't forget mom's birthday is next week.,safe,normal
Your Amazon package will arrive between 2-5 PM today.,safe,normal
Thanks for the update. I will review it shortly.,safe,normal
Hey I found a great deal on phones. Check this link: http://tinyurl.com/izb25j,scam,phishing/fraud
Congratulations on the promotion! Well deserved!,safe,normal
Reminder: Update your payment method to continue your subscription. http://tinyurl.com/072hun,scam,phishing/fraud
Limited seats available for the workshop. Register on the company portal.,safe,normal
Happy birthday! Have a great day ahead.,safe,normal
Can you pick up groceries on the way home?,safe,normal
Loved the movie! We should watch the sequel together.,safe,normal
Special government scheme! Get Rs 5000 deposited directly. Apply: http://bit.ly/t8llih,scam,phishing/fraud
I'll be 10 minutes late. Start without me.,safe,normal
HDFC Bank: Complete your pending KYC at http://bit.ly/4uw590 or account will be suspended in 24hrs.,scam,phishing/fraud
Good morning! Hope you have a productive day.,safe,normal
Your order has been placed successfully. Track: http://bit.ly/33dhar,scam,phishing/fraud
"FYI, the new office policy starts Monday.",safe,normal
Send Rs 1 via UPI to priya@oksbi and get Rs 5000 credited back instantly.,scam,phishing/fraud
The quarterly review meeting is moved to 11:45 PM.,safe,normal
Dear customer your SBI account is blocked. Re-activate using http://bit.ly/sa5uzl,scam,phishing/fraud
Happy birthday! Have a great day ahead.,safe,normal
Your leave request for next week has been approved.,safe,normal
Your OTP for net banking login is 2393. Valid for 5 minutes.,safe,normal
Your mobile number won Rs 10 in Jio lottery. Contact +911498517244 now.,scam,phishing/fraud
Congratulations! You won Rs. 25 Lakhs! Claim the prize at http://bit.ly/9sojuv,scam,phishing/fraud
Your Amazon package will arrive between 2-5 PM today.,safe,normal
Offer Letter! Join our firm as Software Developer. Mandatory training kit fee Rs. 5000 via seller@paytm.,scam,phishing/fraud
Your order has been placed successfully. Track: http://bit.ly/5xkqr4,scam,phishing/fraud
I'll be 10 minutes late. Start without me.,safe,normal
Don't forget mom's birthday is next week.,safe,normal
Could you please share the design files for review?,safe,normal
Loved the movie! We should watch the sequel together.,safe,normal
Your mobile number won Rs 100 in Jio lottery. Contact +910774064930 now.,scam,phishing/fraud
URGENT: Your account ending 8856 is frozen. Click http://tinyurl.com/ydvn9z to verify immediately.,scam,phishing/fraud
Your Uber ride receipt: Rs 50. Trip from MG Road to Indiranagar.,safe,normal
Your internet bill of Rs. 25 is due on the 15th.,safe,normal
Alert: Someone logged into your email from Russia. Secure your account: http://tinyurl.com/cxnmj5,scam,phishing/fraud
Loved the movie! We should watch the sequel together.,safe,normal
Update your profile to unlock premium features on LinkedIn.,safe,normal
Someone shared a photo of you! Check it out: http://bit.ly/nil847,scam,phishing/fraud
Happy birthday! Have a great day ahead.,safe,normal
The project deadline is next Friday. Let's plan accordingly.,safe,normal
The food was amazing. Thanks for the recommendation!,safe,normal
Meeting is scheduled for 12:15 AM. See you there.,safe,normal
Just checking in. How are you doing?,safe,normal
Could you please share the design files for review?,safe,normal
Your WhatsApp is expiring. Update now: http://tinyurl.com/ntmjsr,scam,phishing/fraud
Please find the attached project report for the Software Developer position.,safe,normal
Your mobile number won Rs 500 in Jio lottery. Contact +911892392312 now.,scam,phishing/fraud
Stock tip: Buy XYZ shares now for guaranteed 200% profit. Details: http://bit.ly/s2bkaw,scam,phishing/fraud
Your Uber ride receipt: Rs 50000. Trip from MG Road to Indiranagar.,safe,normal
The quarterly review meeting is moved to 7:00 PM.,safe,normal
Reminder: Doctor's appointment tomorrow at 3:45 PM.,safe,normal
Reminder: Doctor's appointment tomorrow at 2:00 PM.,safe,normal
Hiring Business Analyst. No interview needed. Deposit Rs 1500 security fee via seller@paytm.,scam,phishing/fraud
Work from home opportunity. Earn Rs 1000K daily. Registration at http://bit.ly/q2fa39,scam,phishing/fraud
"FYI, the new office policy starts Monday.",safe,normal
Job Offer: You are selected for Data Entry Operator. Salary 5000 LPA. Pay Rs. 2000 processing fee to seller@paytm.,scam,phishing/fraud
I'll be 10 minutes late. Start without me.,safe,normal
Crypto opportunity: Double your money in 48 hours. Minimum Rs 1. http://bit.ly/c795rl,scam,phishing/fraud
Alert: Someone logged into your email from Russia. Secure your account: http://tinyurl.com/iuxfed,scam,phishing/fraud
Dear customer your SBI account is blocked. Re-activate using http://short.link/cejcy1,scam,phishing/fraud
Job Offer: You are selected for Software Developer. Salary 500 LPA. Pay Rs. 2000 processing fee to priya@oksbi.,scam,phishing/fraud
Your UPI ID has been flagged for suspicious activity. Verify at http://bit.ly/biry8x,scam,phishing/fraud
You have been selected as the lucky winner of our weekly draw. Reference 3875.,scam,phishing/fraud
Reminder: Doctor's appointment tomorrow at 12:15 AM.,safe,normal
I'll be 10 minutes late. Start without me.,safe,normal
Let's set up a call to discuss the project timeline.,safe,normal
Electricity bill for this month: Rs 1000. Due date: 20th.,safe,normal
"Dear winner, your lottery ticket 2641 won first prize. Contact us immediately.",scam,phishing/fraud
Free Reliance Jio recharge! Get 1 year free data. Claim: http://tinyurl.com/td44k1,scam,phishing/fraud
Dear customer your SBI account is blocked. Re-activate using http://tinyurl.com/1wj0tp,scam,phishing/fraud
The food was amazing. Thanks for the recommendation!,safe,normal
Happy birthday! Have a great day ahead.,safe,normal
Stock tip: Buy XYZ shares now for guaranteed 200% profit. Details: http://short.link/eg167d,scam,phishing/fraud
Your mobile number won Rs 2000 in Jio lottery. Contact +910116864622 now.,scam,phishing/fraud
Alert: Someone logged into your email from Russia. Secure your account: http://tinyurl.com/3zrrhf,scam,phishing/fraud
Just checking in. How are you doing?,safe,normal
Crypto opportunity: Double your money in 48 hours. Minimum Rs 2000. http://tinyurl.com/chsdin,scam,phishing/fraud
Good morning! Hope you have a productive day.,safe,normal
Thanks for the update. I will review it shortly.,safe,normal
"FYI, the new office policy starts Monday.",safe,normal
Selected for internship at Google. Pay 5 registration fee to proceed.,scam,phishing/fraud
Your leave request for next week has been approved.,safe,normal
Invest Rs 2 today and get 3x returns guaranteed in 7 days. http://tinyurl.com/1urttq,scam,phishing/fraud
Please find the attached project report for the Business Analyst position.,safe,normal
"Hi, just wanted to let you know about a limited time investment opportunity. DM me for details.",scam,phishing/fraud
Offer Letter! Join our firm as Software Developer. Mandatory training kit fee Rs. 5000 via priya@oksbi.,scam,phishing/fraud
Click here to join the Zoom meeting: https://zoom.us/j/8380,safe,normal
Loved the movie! We should watch the sequel together.,safe,normal
Congratulations! You won Rs. 10000 Lakhs! Claim the prize at http://tinyurl.com/vbphvg,scam,phishing/fraud
Good morning! Hope you have a productive day.,safe,normal
Transaction alert: Rs 5000 debited. Not you? Click http://tinyurl.com/e6wtlr to block card.,scam,phishing/fraud
Special government scheme! Get Rs 2000 deposited directly. Apply: http://tinyurl.com/3dzeed,scam,phishing/fraud
Thanks for the update. I will review it shortly.,safe,normal
Congratulations! You won Rs. 2000 Lakhs! Claim the prize at http://short.link/vv8y5s,scam,phishing/fraud
Don't forget mom's birthday is next week.,safe,normal
Electricity bill for this month: Rs 2000. Due date: 20th.,safe,normal
Free Reliance Jio recharge! Get 1 year free data. Claim: http://short.link/eiqetk,scam,phishing/fraud
The food was amazing. Thanks for the recommendation!,safe,normal
Your Amazon package will arrive between 2-5 PM today.,safe,normal
Your Swiggy order has been delivered. Enjoy your meal!,safe,normal
Crypto opportunity: Double your money in 48 hours. Minimum Rs 10000. http://tinyurl.com/we4bx4,scam,phishing/fraud
Special government scheme! Get Rs 10 deposited directly. Apply: http://bit.ly/d84u89,scam,phishing/fraud
Thanks for the update. I will review it shortly.,safe,normal
Selected for internship at Google. Pay 25 registration fee to proceed.,scam,phishing/fraud
Congratulations on the promotion! Well deserved!,safe,normal
Your WhatsApp is expiring. Update now: http://bit.ly/lsehud,scam,phishing/fraud
Quick reminder to submit your timesheet by end of day.,safe,normal
Your Swiggy order has been delivered. Enjoy your meal!,safe,normal
Free Reliance Jio recharge! Get 1 year free data. Claim: http://tinyurl.com/9qjp0x,scam,phishing/fraud
Security alert: New device logged into your Netflix account.,safe,normal
Could you please share the design files for review?,safe,normal
Hiring Data Entry Operator. No interview needed. Deposit Rs 1500 security fee via seller@paytm.,scam,phishing/fraud
Special government scheme! Get Rs 500 deposited directly. Apply: http://bit.ly/yt7d5j,scam,phishing/fraud
HDFC Bank: Complete your pending KYC at http://short.link/k20tvd or account will be suspended in 24hrs.,scam,phishing/fraud
Please find the attached project report for the Business Analyst position.,safe,normal
Stock tip: Buy XYZ shares now for guaranteed 200% profit. Details: http://short.link/7exvda,scam,phishing/fraud
Your order has been placed successfully. Track: http://bit.ly/vixr4d,scam,phishing/fraud
Selected for internship at Google. Pay 2000 registration fee to proceed.,scam,phishing/fraud
Let's catch up this weekend. Are you free?,safe,normal
Job Offer: You are selected for Digital Marketing Manager. Salary 1000 LPA. Pay Rs. 2000 processing fee to raj@axisbank.,scam,phishing/fraud
I'll be 10 minutes late. Start without me.,safe,normal
Great presentation today! The client seemed impressed.,safe,normal
The quarterly review meeting is moved to 5:45 PM.,safe,normal
Free health check-up camp this Sunday. Register at http://tinyurl.com/g3fiml. Limited slots.,scam,phishing/fraud
HDFC Bank: Complete your pending KYC at http://bit.ly/s2fx0z or account will be suspended in 24hrs.,scam,phishing/fraud
Limited seats available for the workshop. Register on the company portal.,safe,normal
Hey! Are we still on for dinner at 12:30 AM?,safe,normal
Loved the movie! We should watch the sequel together.,safe,normal
Work from home opportunity. Earn Rs 1000K daily. Registration at http://bit.ly/neas6y,scam,phishing/fraud
Can you pick up groceries on the way home?,safe,normal
Happy birthday! Have a great day ahead.,safe,normal
Your bank OTP is 3497. If not initiated by you call 9732033192 immediately.,scam,phishing/fraud
Your invoice #9613 of Rs 100 has been processed.,safe,normal
Send Rs 1 via UPI to user@ybl and get Rs 50000 credited back instantly.,scam,phishing/fraud
Good morning! Hope you have a productive day.,safe,normal
I'll be 10 minutes late. Start without me.,safe,normal
Hiring Data Entry Operator. No interview needed. Deposit Rs 1500 security fee via raj@axisbank.,scam,phishing/fraud
Send Rs 1 via UPI to merchant@upi and get Rs 2000 credited back instantly.,scam,phishing/fraud
You've been selected for the leadership training program. Details in email.,safe,normal
You have been selected as the lucky winner of our weekly draw. Reference 6968.,scam,phishing/fraud
Just checking in. How are you doing?,safe,normal
HDFC Bank: Complete your pending KYC at http://short.link/aoy7rp or account will be suspended in 24hrs.,scam,phishing/fraud
Great presentation today! The client seemed impressed.,safe,normal
Someone shared a photo of you! Check it out: http://bit.ly/258j2h,scam,phishing/fraud
Offer Letter! Join our firm as Software Developer. Mandatory training kit fee Rs. 5000 via user@ybl.,scam,phishing/fraud
I'll be 10 minutes late. Start without me.,safe,normal
Your WhatsApp is expiring. Update now: http://short.link/xt63qe,scam,phishing/fraud
I've pushed the code changes to the feature branch.,safe,normal
Get 20% off on your next order. Use code SAVE20 at checkout.,safe,normal
HDFC Bank: Complete your pending KYC at http://short.link/20in89 or account will be suspended in 24hrs.,scam,phishing/fraud
Your Swiggy order has been delivered. Enjoy your meal!,safe,normal
Meeting is scheduled for 1:15 PM. See you there.,safe,normal
Alert: Your credit card statement is ready. View in the banking app.,safe,normal
Offer Letter! Join our firm as Customer Support. Mandatory training kit fee Rs. 5000 via user@ybl.,scam,phishing/fraud
Selected for internship at Google. Pay 25 registration fee to proceed.,scam,phishing/fraud
Free health check-up camp this Sunday. Register at http://bit.ly/oq5ldl. Limited slots.,scam,phishing/fraud
Special government scheme! Get Rs 25 deposited directly. Apply: http://tinyurl.com/uy5evs,scam,phishing/fraud
Offer Letter! Join our firm as Data Entry Operator. Mandatory training kit fee Rs. 5000 via merchant@upi.,scam,phishing/fraud
Don't forget mom's birthday is next week.,safe,normal
Hey! Are we still on for dinner at 10:15 AM?,safe,normal
Your invoice #5754 of Rs 1 has been processed.,safe,normal
Someone shared a photo of you! Check it out: http://short.link/wxqdq8,scam,phishing/fraud
Let's catch up this weekend. Are you free?,safe,normal
Great presentation today! The client seemed impressed.,safe,normal
